ID,Group,Feature_1,Feature_2,Feature_3
ID203,C,2831.32690020733,390.2959483344164,-2459.195524584268
ID204,A,2066.84567057505,410.4733497042038,4126.532587089059
ID205,B,2205.137541901843,405.9022807813262,4391.265452487621
ID206,C,2661.932725650118,413.42789830041596,-2245.299307537564
ID207,A,2661.539926931343,409.52757702522956,5943.08659594664
ID208,A,2661.9366303502775,415.74329072979003,5888.1191489774965
ID209,A,3711.340953137103,391.9714718265915,9184.905960047265
ID210,C,2679.494225600048,419.7609109845149,-2265.5300472357344
ID211,C,2857.034267314682,402.963994070386,-2452.3087571004694
ID212,C,2799.9485970635214,431.128913089379,-2349.473036435077
ID213,C,2704.8045396197194,389.6621827286565,-2304.3802851006767
ID214,A,2400.8758985089426,426.0394570474787,5069.208042514564
ID215,B,2738.6282306940116,402.9686617519397,5466.56215468304
ID216,C,2257.0152931090347,390.2287299457833,-1892.608347979203
ID217,A,2425.541637795191,392.7417124891852,5304.286511108738
ID218,C,2347.3963877131237,395.1947903770852,-1954.7351602019708
ID219,B,2525.7421256275125,406.3624891960287,5039.63809692921
ID220,C,3227.7539899010126,407.8425323205325,-2821.4865411855876
ID221,B,1912.9113841334824,391.3944999409213,3826.7449908624703
ID222,A,2715.767715742642,399.63468111608523,6146.431469865802
ID223,A,1992.9444771106469,432.13405537917794,3810.36312346617
ID224,C,2351.619455571248,425.9131475515107,-1923.6824519561367
ID225,C,2842.377987474415,406.54485504511047,-2430.5298446344714
ID226,A,2520.21034162065,400.570052172523,5544.695975070021
ID227,A,2161.145244691432,401.8004699007739,4491.364573127381
ID228,C,2275.1006840058226,409.2027695909562,-1867.0809720022776
ID229,A,2713.6729712260494,384.65811152202394,6217.9545515433665
ID230,C,2270.364736304677,396.13935193864984,-1865.7268112869488
ID231,A,2568.056949947058,374.97123889183615,5832.1132489571555
ID232,B,2514.328285300753,405.9883468390792,5040.0942102084655
ID233,C,2295.1297182147605,409.7079390955411,-1881.9762891367975
ID234,A,3174.079489560967,392.7522030655094,7551.128204859669
ID235,C,2699.3110795727803,423.60980144935047,-2271.3632358209566
ID236,B,1863.2730032937006,381.61351505496486,3712.8212920995534
ID237,A,2558.6232775154913,378.0343767968527,5787.000665031529
ID238,C,2291.9270914803506,403.3667772783996,-1888.9590740896845
ID239,A,2768.0143713006128,415.7064745391823,6223.013338918657
ID240,B,2250.8228048067667,425.25891537186806,4500.103159476266
ID241,C,2463.9256068835325,393.1167360569659,-2093.3910593725386
ID242,A,2658.7735281646496,416.18021250146944,5888.834823093711
ID243,C,2772.202909710486,399.4223729574894,-2371.666397939303
ID244,B,2122.6136710287847,397.4105905008877,4247.145618761539
ID245,A,2394.82914995972,413.25489906230007,5105.8808528765485
ID246,C,2350.671995360896,409.7848431762013,-1925.698658094318
ID247,C,2294.586137856266,376.3541176452363,-1928.6261183896036
ID248,A,3055.0781380247763,422.1481052458884,7066.127374251209
ID249,C,2627.3306829060057,420.7013703122118,-2201.5029802513336
ID250,A,2103.5642829653984,390.61655947735704,4349.855323791284
ID251,B,2788.585843184381,405.93705300156114,5598.475417080076
ID252,A,3167.2291377248935,407.4104527942411,7450.311507222398
ID253,A,2824.618379409679,403.91010648735863,6465.334455875563
ID254,B,2022.2934514925519,391.7454226923187,4056.5938908016196
ID255,A,2347.751507004817,389.9256494809292,5085.5788311008855
ID256,C,2898.3307330703574,399.6166889351283,-2482.004460534457
ID257,B,2277.5009737719865,417.5909352888905,4552.001389368786
ID258,A,2639.5416863115097,408.15400231891647,5881.319370891305
ID259,A,2743.5534256383103,394.4407850187084,6261.580213886643
ID260,B,2208.5629134403007,411.57548065972514,4415.514121982955
ID261,B,2481.2845764822628,357.27186069054886,4972.298852242443
ID262,B,1480.91006896922,417.23148550558153,2971.3420025850664
ID263,B,2177.921312490719,373.9042933183285,4334.86024130258
ID264,C,2420.589808559777,394.563385878953,-2010.374339766286
ID265,C,2107.683309201262,383.2049515806078,-1744.4282614770823
ID266,C,3013.2479825320747,380.57977786418644,-2620.2776502157885
ID267,A,2050.3478962648273,417.4124018106778,4077.5021413830236
ID268,B,2361.6451966011086,392.9844819803216,4710.1987960396345
ID269,A,2541.106268601271,405.19755822596073,5592.401243218555
ID270,C,2953.1520984380118,399.2961913168122,-2567.1243631430307
ID271,A,2048.5492225445437,407.1556124083468,4107.290553228432
ID272,A,2865.711415811767,401.1523283659038,6587.676194195552
ID273,C,2503.217386396909,380.75511663717145,-2113.1063433725058
ID274,A,2191.4029363954733,414.9440022917071,4515.21250268132
ID275,B,2645.2903905501375,392.5936512525803,5307.328986829754
ID276,B,2562.586547220339,376.6512715201037,5118.427078121738
ID277,A,2311.2852437731253,393.5782725855113,4963.453705906885
ID278,C,2521.946539583115,422.51139685951466,-2119.6364010302514
ID279,A,2378.85318745639,412.7533261317024,5063.122490912703
ID280,C,2535.691095921889,394.7702179838821,-2129.3426583408373
ID281,B,2708.1811318336477,394.7611344352236,5435.7492575498745
ID282,A,2998.6610477322674,395.17547423173926,7005.293585575546
ID283,B,2110.817257887342,431.1512197534126,4214.524944664849
ID284,B,3170.649041438983,405.7290317834733,6340.981213794459
ID285,B,1886.2422280357105,406.45062470786604,3775.8463899772564
ID286,A,2452.2771046623952,415.4542518104776,5269.844812695738
ID287,A,2684.9733695116342,403.5818373853977,6042.099654141483
ID288,C,2588.346918987621,396.11436781268947,-2197.9186233397822
ID289,C,2304.216454822469,397.05475226372533,-1907.3351298092832
ID290,A,2434.5640863557874,398.925981108789,5315.617764499461
ID291,A,2344.9951096940763,399.44166645235237,5037.854064058198
ID292,C,2314.6972691572396,410.9144431545547,-1909.0194566890038
ID293,B,2767.1241991530114,400.7791882871095,5532.933080658913
ID294,B,2612.2495767230625,410.9896011582337,5223.438797935661
ID295,B,2282.1416385759476,398.78925129837125,4559.84314479331
ID296,C,2782.8440479676797,401.17952785474137,-2384.7700728649434
ID297,C,2596.6183331021566,370.02698973201836,-2207.4075773240816
ID298,A,2755.5727478522263,413.7449151205372,6204.724701329288
ID299,B,2697.9621998959365,405.1973271384699,5392.378635975523
ID300,A,2239.3548942842117,414.9701516478948,4651.57737746729
ID301,C,2323.8729491511444,356.55616932709466,-1971.3226137011218
ID302,C,2734.9572894189528,431.32562057171094,-2289.554173196202
ID303,C,2691.907092640675,397.9061555776724,-2289.565230756625
ID304,A,2493.42831006624,416.62274225106273,5395.883593215357
ID305,A,2536.889013592325,384.401411093117,5694.032588421114
ID306,B,2901.711828713804,409.1916085759385,5784.573143602786
ID307,A,2314.0034799364494,384.19876655239517,5007.4953974204545
ID308,A,2672.0134052354388,390.64346558956294,6048.4957876817125
ID309,A,2436.4284168490103,428.7104703080018,5167.4482161441865
ID310,B,2431.558646939997,397.1397639885498,4883.9074738738145
ID311,A,2845.46746961205,403.26149309769585,6546.870545101983
ID312,C,2759.5199352312493,413.0510159603313,-2338.8123060536286
ID313,A,2755.776334335661,407.43522831958904,6236.162995108372
ID314,B,2910.4568269017573,402.2562835771536,5799.300960993682
ID315,C,2506.603837719987,405.4744150369934,-2107.641508279802
ID316,C,2714.413478916679,436.0512337785741,-2287.815650161004
ID317,B,2402.4487355087376,399.13571804449623,4797.447299838462
ID318,C,2601.921449587341,403.0164857007245,-2200.922689709634
ID319,A,2459.0815991448358,415.7598159401142,5292.78063080157
ID320,C,2530.496593123536,416.58288899436974,-2137.665301853676
ID321,A,2687.123883459753,417.8054545834057,5981.319300535641
ID322,A,2242.7424608466304,409.58095333043775,4667.449699578825
ID323,B,3157.869463005337,382.85492630904275,6318.609888380008
ID324,B,2183.697123265849,424.50147298451645,4392.283238568697
ID325,C,2118.2458094808558,382.8048191047197,-1746.4736054751731
ID326,B,2864.122735453235,404.5395319785855,5697.882020633514
ID327,A,2748.9074166196783,388.68586224970966,6299.860887947924
ID328,C,2696.230102173883,399.03792480110513,-2283.980661752795
ID329,B,2697.5587060603243,404.9314361545522,5418.617581571296
ID330,B,2496.14948056224,404.8203582317541,4977.544365991052
ID331,C,2217.8934041475654,406.3288113135293,-1805.604202155198
ID332,B,2523.8337828621743,424.2056690358797,5042.083840242988
ID333,C,2287.0929456047716,406.8030145227097,-1881.5613113337115
ID334,C,2806.5883179677094,396.33765047064026,-2378.5185473328647
ID335,B,2453.763549547447,414.4613075243254,4889.491455154152
ID336,A,2240.4546453340517,417.8420573338696,4635.198525270743
ID337,B,2398.9527734551393,381.5858827729451,4803.5178649714635
ID338,A,2629.8301692230107,408.96100104774786,5857.7149383295655
ID339,A,2322.7588299997747,410.51759113466346,4916.864332167657
ID340,A,2241.4849075078027,395.5365474496001,4750.468591749456
ID341,A,2576.6179267234043,420.6356021996743,5621.97598636278
ID342,C,2577.0201713909582,397.7491661945121,-2176.0414819015045
ID343,A,2340.6115166006393,401.88364680207314,5008.298008485583
ID344,C,2351.9004006700657,397.40392263574194,-1947.037615356051
ID345,B,2572.9590403525463,400.233685713722,5141.482756672569
ID346,B,2044.706432122994,383.55587369657195,4093.9380689728146
ID347,C,2057.4779830635143,378.3992367610856,-1679.4299000666485
ID348,B,2274.113272658958,423.9175759483746,4561.739148327182
ID349,C,2432.8898790828816,387.29557977522506,-2046.2110239907183
ID350,A,2597.752741856667,385.12911475815537,5846.336262160741
ID351,C,2963.868144040507,367.69914829594427,-2581.025937735995
ID352,C,2769.657573582994,390.41557378465745,-2390.1107874086874
ID353,B,2449.713575472574,380.1536530988875,4891.581954881362
ID354,C,2494.0210960816316,424.63022740204553,-2076.538804208108
ID355,B,2184.7937939474923,415.1472563401395,4386.080845013034
ID356,B,2494.179267396917,389.67774482233415,4962.73044422609
ID357,A,2409.2425642303565,433.78653708016463,5096.447989694166
ID358,C,2601.4662478875584,414.7264823048739,-2174.067083873892
ID359,A,2239.90953637496,395.12752924737066,4746.769829857577
ID360,B,2663.288228908583,362.5089142768964,5325.91772980977
ID361,C,2981.9098917976644,434.3641385888611,-2544.1191043105114
ID362,B,2465.8046188231315,379.15641299854605,4937.862706786815
ID363,C,2626.302562614086,375.3190187956466,-2243.240956787039
ID364,A,2716.988825395438,415.3385564801446,6080.940947377633
ID365,A,2373.8518918301997,436.5962860950891,4939.649213190217
ID366,B,2570.4571292252085,420.76409227765777,5138.546197406729
ID367,C,2503.959188643772,408.45863680078537,-2097.3158312468286
ID368,B,2530.7104345584044,408.9213151249793,5059.081969752577
ID369,C,2256.95726249517,412.8012333817046,-1830.5507879510608
ID370,C,2507.7062670784094,411.3839288468015,-2089.1996575642374
ID371,C,2656.576113918439,404.21787135954065,-2287.64290617487
ID372,B,2956.255434688115,401.56301655927814,5920.381678694587
ID373,A,2801.605248018258,399.06110308150716,6411.847062983863
ID374,C,3176.9841336430386,388.69053116699985,-2788.5181075533897
ID375,C,2258.737526746697,395.7898738469984,-1867.609874336765
ID376,B,2774.2671567145267,374.6056477870692,5562.023666068885
ID377,A,2557.6447334884015,398.52490559807876,5691.679990020284
ID378,C,3188.4980120572964,385.17113339273624,-2812.6014106784437
ID379,C,2245.8621713513685,383.44616024176344,-1857.5313836641105
ID380,C,2235.982261119254,402.69841226730216,-1844.9437296664473
ID381,C,2311.544391246392,420.88003429516897,-1907.2197749286902
ID382,A,1832.223935851794,413.7747490900347,3420.277455410129
ID383,A,2334.696866204096,376.44249094565237,5132.226865552619
ID384,C,2261.320381647543,385.1555779514449,-1864.727303151585
ID385,B,2547.2854526971014,414.1115678198232,5100.727930435371
ID386,A,2607.4518196875056,385.2626890969253,5904.743163020066
ID387,C,3089.8886486474557,396.6305027500446,-2687.0640064520317
ID388,B,2798.82365818254,408.2507814853683,5589.949537222405
ID389,A,2318.6151758009955,385.47483317704547,5033.654432053846
ID390,A,2217.5285931700014,401.5806325921894,4654.287530851789
ID391,C,2654.664772129719,379.9896175762269,-2265.623658595729
ID392,A,2084.9042282767887,390.9794853407318,4314.082218584403
ID393,A,3075.830683358706,404.79672901213803,7212.008051181841
ID394,C,2870.8288842521633,376.10509399702494,-2490.5064117646393
ID395,A,2352.4860393235826,406.607121069406,5037.264315483515
ID396,B,1961.3717518714561,399.7054330160998,3922.4252486319238
ID397,C,2925.67229409201,408.28734931625723,-2527.9674405904852
ID398,C,2463.9874188852687,403.3587120109699,-2062.5855104416237
ID399,B,2889.1829977748544,420.4621064496077,5769.427163812032
ID400,A,1998.6944912727586,401.8783675397186,3978.58949681999
ID401,B,2311.549931950224,393.5589168831212,4621.365639851862
ID402,C,2501.6486765895825,401.83446254548426,-2109.3232530960977
ID403,A,2514.771212935023,408.1494704355458,5499.870748271671
ID404,C,2358.494489294628,400.7329010548856,-1980.4849642431877
ID405,B,2695.830836522424,400.60887536805825,5394.221197533323
ID406,B,2164.328450696889,389.47012468289864,4328.671367098124
ID407,C,2455.234331405858,390.0564862367358,-2074.9829087419403
ID408,A,2537.822263381079,378.9609209230046,5726.573133549404
ID409,C,2661.745200539155,426.2436511478041,-2224.2507077398323
ID410,B,2723.7395070955886,381.34205146913075,5428.18829581875
ID411,C,2146.400215854783,389.6064220330614,-1765.9464911645161
ID412,C,2017.6577121173254,389.22389101646206,-1637.663529298311
ID413,C,2901.7155784133593,413.4238656541666,-2499.570549972499
ID414,A,2604.483162916647,395.5757548256196,5845.5244127250235
ID415,C,2264.6676398804457,418.716131090106,-1848.2774224556133
ID416,C,2987.699160205594,389.897640636342,-2600.9756976649796
ID417,C,2536.369371210524,404.18491243335706,-2156.230807150048
ID418,A,2870.7839434024554,387.46979420110364,6682.627875564359
ID419,A,2521.228549620984,432.1772369166008,5387.928363541705
ID420,B,3147.921704784479,382.18602371455734,6296.562601132154
ID421,B,3051.89837504204,404.6473106534054,6107.125273339578
ID422,B,2421.7229465258274,409.50665321398145,4859.773796201719
ID423,B,2805.4725419158062,406.2069864617725,5595.239239042183
ID424,B,2702.9132629145106,397.2206851168344,5369.592379959171
ID425,B,2930.3127428984203,398.05268950399864,5862.831680333885
ID426,C,2196.6175018221097,400.65717207968663,-1774.3541955642927
ID427,C,2715.702088627616,397.79496997557266,-2303.03976241677
ID428,C,2832.78024431081,414.4581867519236,-2415.8061445755907
ID429,B,1947.0330540886991,433.15784502387027,3888.1664739498137
ID430,B,2127.9705715238993,391.6376232248825,4265.626614207446
ID431,B,1858.8430816246705,379.4529553063138,3706.0036088528873
ID432,B,2415.295542290111,398.6757692747312,4836.307377812496
ID433,C,2725.6031395285013,438.69564006481477,-2280.841857553687
ID434,B,2972.357502165039,387.94488148045406,5957.437523220065
ID435,B,2523.296210014605,424.586752081661,5079.708340496143
ID436,A,3012.0545545547425,425.1655122111466,6915.045094214639
ID437,A,2066.080994776037,391.69617637438006,4233.654538947721
ID438,C,1964.4379156319474,408.53474618777915,-1556.2100611904723
ID439,A,2482.535195434923,424.42594934692806,5304.24692871146
ID440,A,2620.754381174409,394.31308388518767,5882.36116652422
ID441,C,2489.720413318462,396.9462945984646,-2097.6855079773545
ID442,C,1849.9735732706117,391.27478629077035,-1464.9878477550565
ID443,B,2471.9796840582076,384.778649039607,4945.78762658082
ID444,A,2089.8605101568337,390.2608368240099,4308.408307161865
ID445,C,2710.552379670684,381.6408959985662,-2315.459115664224
ID446,B,2615.262501402578,400.5112520238884,5230.527487584174
